sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp
58,75,94,38,70,76,42.1,11.14,,,,6.7,810.56,1265.87,885.82,630.56,642.88,307.11,716.75,1073.29,820.2,828.81,604.12,1032.26,647.37,686.08,1183.35,901.28,831.28,903.91,744.63,0,455.3,177.94,203.38,201.69,190.65,188.23,218.48,215.77,194.23,217.11,208.31,0,0,0,0,0,7.37,136.6,252.09,46.41,13.6,7.82,152.28,288.45,52.17,15.07,7.11,149.36,237,44.4,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,116.75,240.08,45.54,10,7.99,142.48,292.64,54.52,14.53,6.82,127.39,246.95,42.04,13.98,0,0,0,0,0,0,0,0,0,0,62.73,53.42,67,55.71,30.38,57.1,6.85,10.42,7.85,28.32,0,0,0,0,0,0,47.33,0,21.57,38.28,30.71,36.06,42.53,0.42,13.28,21,18.14,37.45
78,56,63,46,50,80,49.6,11.6,8.5,7.8,7.3,7.2,848.1,1456,1001.16,902.62,724.59,527.74,851.29,1118.26,988.34,825,639.91,1143.3,650.24,651.57,1092.94,900.84,845.52,906.12,789.23,0,443.95,169.4,207.68,194.28,184.7,187.67,219.37,215.96,182.1,209.67,205.96,8.86,152.41,288.44,46.93,22.5,8.08,146.32,285.4,46.93,21.18,7.84,145.52,296.51,46.27,22.02,7.3,129.32,252.87,40.93,20.41,0,0,0,0,0,0,0,0,0,0,7.1,140.71,267.58,40.88,12.56,7.88,145.38,270.92,49.58,12.96,7.69,136.39,268.38,45.38,17.69,6.25,120.9,220.83,40.34,12.54,6.54,111.98,219.1,41.06,10.06,0,0,0,0,0,63.13,57.37,71.87,63.12,29.67,49.61,6.75,13.87,9.12,28.15,65.47,0,2.37,3.75,2.87,26.95,53.12,1,27,50.87,40.5,33.87,49.94,1.12,24.5,40.37,34.25,33.98
80,60,76,45,72,72,49.6,11.6,8.5,7.8,7.3,7.2,848.1,1456,1001.16,902.62,724.59,527.74,851.29,1118.26,988.34,825,639.91,1143.3,650.24,651.57,1092.94,900.84,845.52,906.12,789.23,0,443.95,169.4,207.68,194.28,184.7,187.67,219.37,215.96,182.1,209.67,205.96,8.86,152.41,288.44,46.93,22.5,8.08,146.32,285.4,46.93,21.18,7.84,145.52,296.51,46.27,22.02,7.3,129.32,252.87,40.93,20.41,0,0,0,0,0,0,0,0,0,0,7.1,140.71,267.58,40.88,12.56,7.88,145.38,270.92,49.58,12.96,7.69,136.39,268.38,45.38,17.69,6.25,120.9,220.83,40.34,12.54,6.54,111.98,219.1,41.06,10.06,0,0,0,0,0,63.13,57.37,71.87,63.12,29.67,49.61,6.75,13.87,9.12,28.15,65.47,0,2.37,3.75,2.87,26.95,53.12,1,27,50.87,40.5,33.87,49.94,1.12,24.5,40.37,34.25,33.98
82,52,76,44,68,69,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,0,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,0,0,0,0,0,0,0,0,0,0,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,0,0,0,0,0,63.04,58,72.37,64,29.82,48.53,7.37,14.37,9.62,28.31,65.69,0,2.5,3.87,3,26.98,52.11,1,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41
82,74,88,43,60,72,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,0,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,0,0,0,0,0,0,0,0,0,0,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,0,0,0,0,0,63.04,58,72.37,64,29.82,48.53,7.37,14.37,9.62,28.31,65.69,0,2.5,3.87,3,26.98,52.11,1,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41
80,41,82,45,64,74,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,0,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,0,0,0,0,0,0,0,0,0,0,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,0,0,0,0,0,63.04,58,72.37,64,29.82,48.53,7.37,14.37,9.62,28.31,65.69,0,2.5,3.87,3,26.98,52.11,1,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41
80,62,55,49,48,74,49.9,12.3,8.6,7.8,7.3,7.15,848.3,1454.7,1001.01,900.16,724.53,526.52,850.63,1117.88,987.37,824.95,639.66,1141.65,648.98,648.6,1089.11,899.74,846.44,905.63,789.78,0,443.98,170.75,206.69,201.99,188.79,182.39,213.42,214.96,182.1,210.04,206.12,8.23,150.46,285.62,47.57,21.28,8.32,141.78,282.77,46.6,20.85,8,144.7,288.7,46.46,21.16,6.91,121.03,240.33,40.31,18.59,0,0,0,0,0,0,0,0,0,0,7.8,139.77,265.65,41.96,13.13,7.5,142.16,261.62,48.85,12.46,7.65,140.33,270.91,46.7,16,6.74,124.65,226.66,41.46,13.08,6.32,110.76,219.75,40.21,9.96,0,0,0,0,0,63.04,58,72.37,64,29.82,48.53,7.37,14.37,9.62,28.31,65.69,0,2.5,3.87,3,26.98,52.11,1,26.75,50.37,40.25,34.29,49.07,1.12,25.25,42.25,35.5,34.41
90,54,86,44,60,69,50.2,12.67,8.6,7.8,7.3,7.13,848.06,1454.1,1000.42,899.14,724.48,528.33,850.21,1118.58,986.76,825.25,639.69,1141.07,649.13,648.14,1088.76,900.04,846.02,905.29,789.91,0,443.8,170.99,206.05,200.15,187,181.83,212.08,214,182.21,210.13,206.3,8.38,164.5,293.9,50.77,19.42,8.38,162.11,294.37,50.03,20.49,8.14,148.14,296.93,49.27,21.42,7.81,146.17,263.42,42.24,18.56,0,0,0,0,0,0,0,0,0,0,8.17,157.42,281.24,42.31,15.16,8.1,153.06,278.96,49.34,15.14,8.13,146.11,279.15,46.99,18.8,6.66,141.21,247.96,41.75,14.38,6.71,130.6,237.6,43.02,10.31,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
78,50,88,35,63,76,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
84,54,88,44,62,71,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
84,53,70,52,79,66,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
74,58,92,44,84,80,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
72,58,88,47,50,84,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
81,52,64,43,74,74,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
75,52,73,46,64,80,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
82,58,78,47,73,74,50.2,12.67,8.63,7.8,7.3,7.13,848.07,1454.44,1000.42,898.67,724.48,529.18,850.25,1118.29,986.49,824.95,639.57,1140.98,649.35,647.94,1086.88,900.38,845.64,905.29,789.74,0,443.76,170.85,205.9,198.05,184.9,182.18,212.08,213.83,182.05,210.23,206.32,8.18,173.76,297.34,50.26,17.97,8.05,168.98,289.6,49.02,19.06,7.77,145.29,290.41,47.8,20.59,7.69,149.4,254.81,41.89,17.61,0,0,0,0,0,0,0,0,0,0,7.53,160.6,274.55,39.93,15.25,7.46,150.37,270.91,45.99,16.25,7.66,142.96,270.55,44.02,19.49,6.14,139.28,237.46,38.11,14.82,6.35,133.26,229.02,40.57,10.85,0,0,0,0,0,62.98,58.62,72.87,65.25,29.96,47.32,7.25,13.5,9.25,28.44,65.79,0,3.12,4.75,3.87,27.03,51.17,1,26.5,49.37,39.37,34.71,48.44,1.25,27.12,45.5,38,34.79
60,78,76,37,54,41,50.6,9.4,8.6,7.8,7.3,7.1,847.56,1452.8,999.04,897.19,724.33,528.8,849.17,1117.89,986.32,824.87,639.66,1141.07,650.53,648.05,1086.36,900.61,844.71,904.75,788.96,0,442.85,170.32,207.2,193.18,182.69,186.87,215.52,214.42,182.13,211.45,206.2,7,141.84,251.89,42.33,15.27,6.99,136.2,244.21,41.48,16.43,7.28,124.72,249.35,41.59,16.39,6.03,117.72,211.25,34.37,14.99,0,0,0,0,0,0,0,0,0,0,6.7,127.85,227.05,34.17,12.65,6.66,123.4,224.58,40.27,13.03,6.8,121.25,231.93,39.6,15.22,5.52,107.53,187.68,32.81,11.35,5.68,104.7,188.58,34.07,9.7,0,0,0,0,0,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,0,3.75,5.25,4.5,27.07,50.25,1,26.5,49.37,39.37,35.13,48.03,1.5,28,47.37,39.12,35.08
64,56,82,50,50,47,50.6,9.4,8.6,7.8,7.3,7.1,847.56,1452.8,999.04,897.19,724.33,528.8,849.17,1117.89,986.32,824.87,639.66,1141.07,650.53,648.05,1086.36,900.61,844.71,904.75,788.96,0,442.85,170.32,207.2,193.18,182.69,186.87,215.52,214.42,182.13,211.45,206.2,7,141.84,251.89,42.33,15.27,6.99,136.2,244.21,41.48,16.43,7.28,124.72,249.35,41.59,16.39,6.03,117.72,211.25,34.37,14.99,0,0,0,0,0,0,0,0,0,0,6.7,127.85,227.05,34.17,12.65,6.66,123.4,224.58,40.27,13.03,6.8,121.25,231.93,39.6,15.22,5.52,107.53,187.68,32.81,11.35,5.68,104.7,188.58,34.07,9.7,0,0,0,0,0,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,0,3.75,5.25,4.5,27.07,50.25,1,26.5,49.37,39.37,35.13,48.03,1.5,28,47.37,39.12,35.08
72,46,60,47,70,41,50.6,9.4,8.6,7.8,7.3,7.1,847.56,1452.8,999.04,897.19,724.33,528.8,849.17,1117.89,986.32,824.87,639.66,1141.07,650.53,648.05,1086.36,900.61,844.71,904.75,788.96,0,442.85,170.32,207.2,193.18,182.69,186.87,215.52,214.42,182.13,211.45,206.2,7,141.84,251.89,42.33,15.27,6.99,136.2,244.21,41.48,16.43,7.28,124.72,249.35,41.59,16.39,6.03,117.72,211.25,34.37,14.99,0,0,0,0,0,0,0,0,0,0,6.7,127.85,227.05,34.17,12.65,6.66,123.4,224.58,40.27,13.03,6.8,121.25,231.93,39.6,15.22,5.52,107.53,187.68,32.81,11.35,5.68,104.7,188.58,34.07,9.7,0,0,0,0,0,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,0,3.75,5.25,4.5,27.07,50.25,1,26.5,49.37,39.37,35.13,48.03,1.5,28,47.37,39.12,35.08
68,56,78,42,44,52,50.6,9.4,8.6,7.8,7.3,7.1,847.47,1452.6,999,897.02,724.46,527.1,849.13,1117.72,986.15,825.04,639.62,1141.28,650.82,648.05,1085.99,900.78,844.54,904.58,788.76,0,442.72,170.4,207.29,193.29,182.8,187.78,216.45,214.74,181.93,211.5,206.14,8.46,184.96,316.25,53.87,18.42,8.59,177.13,303.19,51.66,19.71,8.77,155.46,310.79,52.42,19.62,7.53,157.34,270.17,44.67,18.25,0,0,0,0,0,0,0,0,0,0,7.92,162.23,278.58,40.81,15.75,8.15,152.5,275.45,48.38,16.64,8.07,148.55,281.69,47.3,18.86,6.8,135.77,232.46,39.92,14.56,7.21,135.95,233.56,41.93,11.92,0,0,0,0,0,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,0,3.75,5.25,4.5,27.07,50.25,1,26.5,49.37,39.37,35.13,48.03,1.5,28,47.37,39.12,35.08
66,50,84,35,49,44,50.6,9.4,8.6,7.8,7.3,7.1,847.47,1452.6,999,897.02,724.46,527.1,849.13,1117.72,986.15,825.04,639.62,1141.28,650.82,648.05,1085.99,900.78,844.54,904.58,788.76,0,442.72,170.4,207.29,193.29,182.8,187.78,216.45,214.74,181.93,211.5,206.14,8.46,184.96,316.25,53.87,18.42,8.59,177.13,303.19,51.66,19.71,8.77,155.46,310.79,52.42,19.62,7.53,157.34,270.17,44.67,18.25,0,0,0,0,0,0,0,0,0,0,7.92,162.23,278.58,40.81,15.75,8.15,152.5,275.45,48.38,16.64,8.07,148.55,281.69,47.3,18.86,6.8,135.77,232.46,39.92,14.56,7.21,135.95,233.56,41.93,11.92,0,0,0,0,0,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,0,3.75,5.25,4.5,27.07,50.25,1,26.5,49.37,39.37,35.13,48.03,1.5,28,47.37,39.12,35.08
70,47,100,49,63,35,50.6,9.4,8.6,7.8,7.3,7.1,847.47,1452.6,999,897.02,724.46,527.1,849.13,1117.72,986.15,825.04,639.62,1141.28,650.82,648.05,1085.99,900.78,844.54,904.58,788.76,0,442.72,170.4,207.29,193.29,182.8,187.78,216.45,214.74,181.93,211.5,206.14,8.46,184.96,316.25,53.87,18.42,8.59,177.13,303.19,51.66,19.71,8.77,155.46,310.79,52.42,19.62,7.53,157.34,270.17,44.67,18.25,0,0,0,0,0,0,0,0,0,0,7.92,162.23,278.58,40.81,15.75,8.15,152.5,275.45,48.38,16.64,8.07,148.55,281.69,47.3,18.86,6.8,135.77,232.46,39.92,14.56,7.21,135.95,233.56,41.93,11.92,0,0,0,0,0,62.98,59.37,73.75,66.75,30.09,47.59,8.12,14.12,10.25,28.57,65.85,0,3.75,5.25,4.5,27.07,50.25,1,26.5,49.37,39.37,35.13,48.03,1.5,28,47.37,39.12,35.08
66,64,90,48,46,47,50.6,9.4,8.6,7.8,7.3,7.1,847.21,1452.66,999.42,896.8,724.5,526.96,849.05,1118.03,986.35,825.2,639.63,1141.18,650.9,647.99,1085.49,900.53,844.38,904.5,788.64,0,442.58,170.5,207.46,192.74,182.95,188.72,217.39,215.02,181.92,211.46,206.1,8.61,180.72,309.39,53.14,18.65,8.76,178.65,305.78,51.74,19.61,8.77,155.23,310.53,52.13,20.03,7.59,153.9,263.7,43.97,18.19,0,0,0,0,0,0,0,0,0,0,8.86,164.22,281.87,42.03,15.79,8.33,156.26,281.23,49.97,16.38,8,146.3,277.32,47.07,19.12,6.97,140.63,240.92,40.78,15.13,7.54,141.65,242.23,41.77,12.26,0,0,0,0,0,62.98,59.85,74.14,67.42,30.17,47.16,8.71,15.28,11,28.63,65.46,0,4.28,5.71,5,27.03,49.4,1,26.42,49,39.14,35.47,47.77,1.42,28.28,48.28,39.71,35.26
64,49,94,42,56,52,50.7,9.4,8.6,7.8,7.3,7.1,845.74,1451.81,998.8,895.12,724.5,526.92,849.05,1118.77,986.61,826.44,640.12,1140.08,651.28,646.81,1083.22,899.09,844.38,904.33,788.51,0,442.14,171.15,206.7,195.26,187.14,192.08,220.9,217.43,181.8,210.87,205.94,8.41,180.16,310.71,53.83,18.53,8.8,180.2,311.43,53.08,20.32,8.54,155.63,311.38,52.6,19.39,7.11,153.84,266.03,44.75,18.16,0,0,0,0,0,0,0,0,0,0,7.65,168.88,290.92,42.15,15.51,8.04,160.47,289.84,51.83,15.53,8.59,148.33,281.48,48.38,17.7,6.92,139.86,240.82,41.34,15.18,6.55,139.19,240.68,42.03,11.81,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
60,47,74,40,60,48,50.7,9.4,8.6,7.8,7.3,7.1,845.69,1451.92,998.85,894.83,724.63,525.81,848.81,1118.72,986.39,826.55,640.2,1140.12,651.18,646.76,1082.9,898.97,844.42,904.26,788.68,0,442.21,171.46,206.54,195.81,187.63,192.15,220.98,217.53,181.78,210.81,205.93,8.59,182.97,313.82,54.64,18.26,8.99,183.74,315.11,53.59,20.6,8.81,157.31,314.49,53.44,19.22,7.08,153.95,264.16,44.76,17.55,0,0,0,0,0,0,0,0,0,0,7.76,172.35,294.8,42.58,15.8,7.86,162.96,293.15,52.37,15.77,8.67,150.51,284.96,48.81,17.99,7.08,142.36,243.87,42.4,15.42,6.71,142.57,243.91,43.33,11.73,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
60,62,92,36,56,46,50.7,9.4,8.6,7.8,7.3,7.1,845.69,1451.92,998.85,894.83,724.63,525.81,848.81,1118.72,986.39,826.55,640.2,1140.12,651.18,646.76,1082.9,898.97,844.42,904.26,788.68,0,442.21,171.46,206.54,195.81,187.63,192.15,220.98,217.53,181.78,210.81,205.93,8.59,182.97,313.82,54.64,18.26,8.99,183.74,315.11,53.59,20.6,8.81,157.31,314.49,53.44,19.22,7.08,153.95,264.16,44.76,17.55,0,0,0,0,0,0,0,0,0,0,7.76,172.35,294.8,42.58,15.8,7.86,162.96,293.15,52.37,15.77,8.67,150.51,284.96,48.81,17.99,7.08,142.36,243.87,42.4,15.42,6.71,142.57,243.91,43.33,11.73,0,0,0,0,0,63,60.71,75.28,69,30.28,46.63,9.42,16.28,12.14,28.77,65.53,0,4.57,6.14,5.57,27.05,48.43,1,26.42,49.57,38.71,35.92,47.46,1.28,29.14,50.57,41.28,35.5
